Designator,Mid X,Mid Y,Rotation,Layer
J2,117.56,-109.85,270.0,top
SW10,114.243,-78.567,0.0,top
SW11,113.902,-68.402,236.875,top
SW7,103.699,-105.784,270.0,top
SW8,112.966,-116.273,270.0,top
SW9,116.233,-95.745,0.0,top
