Designator,Mid X,Mid Y,Rotation,Layer
J4,122.15,-74.86,0,top
SW2,114.1,-78.6,0,top
SW3,126.543,-80.77,330,top
SW4,105.472,-126.856,15,top
SW5,124.357,-101.337,0,top
SW6,115.436,-114.414,325,top
