Designator,Mid X,Mid Y,Rotation,Layer
J4,122.15,-74.86,0.0,top
SW12,114.1,-97.8,180.0,top
SW2,114.1,-78.6,0.0,top
SW3,126.543,-80.77,330.0,top
SW4,105.472,-126.856,15.0,top
SW5,124.357,-101.337,0.0,top
SW6,115.436,-114.414,325.0,top
